CODIGO;DESCR;QUANT
7891033706686;;6
7891033706693;;5
7891033706716;;8
7891033706709;;2
7891033758609;;24
7891033804221;;15
7891033812363;;2
7891033775132;;24
7891033759217;;6
7891033819485;;1
7891033759200;;1
7891033759163;;10
7891033776887;;6
7891033749812;;10
7891033708994;;9
7891033743902;;9
7891033726141;;9
7891033706839;;6
7891033706846;;2
7891033726158;;6
7891033732753;;17
7891033723225;;2
7891033721139;;3
7891033726165;;1
7891033726134;;2
7891033706952;;15
7891033797172;;5
7891033700905;;6
7891033700875;;1
7891033701292;;2
7891033700882;;3
7891033439515;;1
7891033447640;;5
7891033803613;;6
7891033718382;;11
7891033706877;;12
7891033286423;;2
7891033709595;;11
7891033769766;;15
7891033770083;;5
7891033283514;;33
7891033297672;;13
7891033747214;;9
7891033743919;;17
7891033814206;;20
7891033746866;;130
7891033292264;;17
7891033809226;;10
7891033751648;;7
7891033751631;;12
7891033751495;;10
7891033706860;;5
7891033706884;;6
7891033706938;;16
7891033283446;;5
7891033797226;;2
7891033797219;;4
7891033778751;;9
7891033776894;;3
7891033777105;;13
7891033750337;;9
7891033283477;;25
7891033811830;;6
7891033804320;;14
7891033718917;;1
7891033804177;;12
7891033775309;;11
7891033775330;;10
7891033706778;;9
7891033706761;;5
7891033747191;;36
7891033225033;;7
7891033720507;;11
7891033725014;;5
7891033808526;;15
7891033213726;;11
7891033808656;;8
7891033720279;;18
7891033444144;;20
7891033720385;;8
7891033720347;;2
7891033720354;;1
7891033720316;;3
7891033720323;;2
7891033706600;;13
7891033706679;;6
7891033751754;;13
7891033775323;;12
7891033196852;;32
7891033811809;;13
7891033707089;;19
7891033739332;;17
7891033720415;;2
7891033720422;;2
7891033720453;;4
7891033720408;;7
7891033720460;;5
7891033811793;;10
7891033811816;;5
7891033830206;;1
7891033775316;;5
7891033796243;;3
7891033796250;;2
7891033796236;;4
7891033796281;;8
7891033796304;;2
7891033796298;;2
7891033775095;;21
7891033283729;;29
7891033296439;;20
7891033706921;;16
7891033706914;;8
7891033770137;;3
7891033283774;;5
7891033776870;;25
7891033808670;;10
7891033808649;;9
7891033808540;;3
7891033804207;;17
7891033836000;;2
7891033835997;;3
7891033836017;;1
7891033835973;;2
7891033755936;;11
7891033835980;;2
7891033826162;;11
7891033756568;;11
7891033796915;;1
7891033796922;;2
7891033706792;;12
7891033796908;;17
7891033796991;;10
7891033825806;;29
7891033422234;;12
7891033700073;;10
7891033815234;;14
7891033700066;;4
7891033813780;;3
7891033813797;;4
7891033819652;;1
7891033720446;;3
7891033720477;;14
7891033765454;;14
7891033765447;;3
7891033751969;;1
7891033701216;;13
7891033815197;;8
7891033765423;;17
7891033729043;;2
7891033769773;;7
7891033769780;;10
7891033821235;;3
7891033738960;;9
7891033738977;;2
7891033705191;;6
7891033743803;;3
7891033765393;;19
7891033822195;;137
7891033738762;;15
7891033738779;;7
7891033743865;;2
7891033751105;;12
7891033765508;;1
7891033765485;;6
7891033751952;;12
7891033814336;;543
7891033743810;;3
7891033743872;;33
7891033765478;;15
7891033765492;;6
7891033712175;;84
7891033712168;;10
7891033760145;;14
7891033743834;;23
7891033743841;;23
7891033725229;;6
7891033744527;;4
7891033725182;;5
7891033700585;;1
7891033700554;;6
7891033725205;;8
7891033700448;;4
7891033725212;;7
7891033701315;;30
7891033710072;;13
7891033700486;;5
7891033815111;;3
7891033766062;;1
7891033766079;;7
7891033455539;;6
7891033772483;;6
7891033446759;;9
7891033446926;;34
7891033707096;;4
7891033700516;;2
7891033296125;;1
7891033759248;;4
7891033759224;;3
7891033796496;;12
7891033808267;;19
7891033796489;;6
7891033700523;;4
7891033700479;;11
7891033700509;;3
7891033700578;;9
7891033700431;;15
7891033759507;;9
7891033716739;;6
7891033700455;;6
7891033835959;;1
7891033766024;;16
7891033835966;;3
7891033836055;;2
7891033815098;;2
7891033807314;;12
7891033816545;;18
7891033448074;;1
7891033707027;;24
7891033701193;;38
7891033817603;;12
7891033829484;;15
7891033716753;;5
7891033700493;;5
7891033710508;;5
7891033804146;;18
7891033710522;;5
7891033804153;;19
7891033816538;;26
7891033723522;;1
7891033804122;;17
7891033816507;;33
7891033283460;;5
7891033703746;;13
7891033723515;;5
7891033816514;;15
7891033439324;;1
7891033439553;;3
7891033439560;;7
7891033439393;;1
7891033439348;;2
7891033816521;;17
7891033756537;;4
7891033814817;;3
7891033814800;;6
7891033701179;;18
7891033796472;;20
7891033796465;;10
7891033283491;;22
7891033732661;;2
7891033455669;;15
7891033732678;;10
7891033796458;;24
7891033449682;;1
7891033459575;;1
7891033449620;;2
7891033439164;;4
7891033804283;;14
7891033455683;;10
7891033722389;;1
7891033439126;;1
7891033773169;;17
7891033448630;;11
7891033448715;;1
7891033439096;;3
7891033804214;;19
7891033834754;;8
7891033757367;;18
7891033740536;;9
7891033740314;;11
7891033730100;;6
7891033756841;;2
7891033225163;;21
7891033225170;;7
7891033730094;;21
7891033735297;;10
7891033730131;;3
7891033435586;;6
7891033435548;;8
7891033433445;;1
7891033751525;;20
7891033804160;;12
7891033758760;;8
7891033804337;;8
7891033425044;;7
7891033425020;;1
7891033436835;;1
7891033804139;;6
7891033805013;;58
7891033730148;;9
7891033738564;;2
7891033738557;;1
7891033197415;;13
7891033290734;;1
7891033290703;;3
7891033822454;;26
7891033741052;;30
7891033835225;;116
7891033816934;;52
7891033813506;;71
7891033814626;;44
7891033774296;;3
7891033774227;;3
7891033774272;;3
7891033774241;;2
7891033774258;;1
7891033774289;;3
7891033766819;;25
7891033707072;;2
7891033701117;;4
7891033751617;;13
7891033751624;;29
7891033733347;;3
7891033733316;;4
7891033733323;;7
7891033733309;;2
7891033751587;;17
7891033795659;;29
7891033277834;;1
7891033277865;;3
7891033256778;;2
7891033834709;;6
7891033834730;;2
7891033834747;;5
7891033722334;;54
7891033766208;;25
7891033836031;;13
7891033735761;;6
7891033836024;;13
7891033836048;;14
7891033702398;;5
7891033735785;;10
7891033735778;;2
7891033735792;;12
7891033735822;;2
7891033735754;;10
7891033735747;;5
7891033735730;;13
7891033735723;;3
7891033273379;;1
7891033768226;;3
7891033733361;;7
7891033733354;;5
7891033834723;;14
7891033834716;;3
7891033766826;;18
7891033766017;;1
7891033820658;;2
7891033765973;;7
7891033755875;;8
7891033750573;;3
7891033740130;;2
7891033760541;;4
7891033740161;;2
7891033278176;;1
7891033760527;;1
7891033278084;;4
7891033278107;;6
7891033273218;;2
7891033273195;;1
7891033273331;;1
7891033272198;;2
7891033273270;;1
7891033273362;;4
7891033272204;;1
7891033273287;;3
7891033273294;;3
7891033740260;;4
7891033740475;;13
7891033277070;;13
7891033809714;;24
7891033456291;;1
7891033444076;;1
7891033384853;;6
7891033750498;;9
7891033815678;;5
7891033813346;;9
7891033437856;;18
7891033751938;;14
7891033752294;;34
7891033751921;;2
7891033749379;;10
7891033750788;;1
7891033736133;;24
7891033815142;;1
7891033769520;;8
7891033769490;;4
7891033769506;;5
7891033818334;;13
7891033766840;;9
7891033758852;;7
7891033719778;;4
7891033743247;;1
7891033702503;;3
7891033732470;;2
7891033743230;;3
7891033743209;;12
7891033812882;;23
7891033278244;;2
7891033278305;;2
7891033749430;;3
7891033278367;;2
7891033278350;;3
7891033702510;;3
7891033829170;;10
7891033777440;;15
7891033776962;;9
7891033720521;;24
7891033756421;;2
7891033756384;;2
7891033756414;;3
7891033756353;;3
7891033756360;;1
7891033756438;;3
7891033756605;;3
7891033755684;;5
7891033755929;;8
7891033758159;;10
7891033776986;;7
7891033776924;;4
7891033772520;;7
7891033813322;;2
7891033758517;;4
7891033772643;;1
7891033772650;;3
7891033758531;;2
7891033749041;;5
7891033728299;;3
7891033758845;;4
7891033758838;;3
7891033748938;;18
7891033744114;;10
7891033744107;;13
7891033726288;;8
7891033756476;;2
7891033756483;;3
7891033769476;;4
7891033766109;;3
7891033756063;;1
7891033756056;;3
7891033756070;;3
7891033740529;;2
7891033735679;;3
7891033282142;;6
7891033718160;;3
7891033749362;;16
7891033743926;;9
7891033719921;;2
7891033719808;;7
7891033733378;;6
7891033744251;;4
7891033756506;;9
7891033756254;;5
7891033756223;;3
7891033755868;;5
7891033756230;;7
7891033756513;;2
7891033755844;;6
7891033755592;;3
7891033755851;;4
7891033766369;;1
7891033734108;;1
7891033759804;;2
7891033734290;;41
7891033734221;;1
7891033766383;;1
7891033723416;;1
7891033759811;;8
7891033734177;;1
7891033734269;;6
7891033734252;;1
7891033749355;;37
7891033804191;;1
7891033757916;;5
7891033748921;;2
7891033819553;;36
7891033748907;;10
7891033744220;;10
7891033290468;;21
7891033297160;;9
7891033804344;;36
7891033724833;;9
7891033758173;;1
7891033743971;;10
7891033743964;;10
7891033835270;;14
7891033241866;;3
7891033241873;;2
7891033241880;;1
7891033241897;;2
7891033241903;;1
7891033241910;;1
7891033278923;;1
7891033278145;;6
7891033776948;;11
7891033297795;;4
7891033297788;;2
7891033297801;;3
7891033297832;;2
7891033444083;;2
7891033740383;;3
7891033758203;;3
7891033736959;;13
7891033435616;;1
7891033456000;;2
7891033758388;;2
7891033734450;;1
7891033779949;;1
7891033758401;;2
7891033765584;;9
7891033758395;;3
7891033758425;;1
7891033779987;;2
7891033765577;;3
7891033776917;;34
7891033812264;;1
7891033779680;;1
7891033719853;;2
7891033749638;;1
7891033758210;;10
7891033719839;;2
7891033719815;;4
7891033766147;;4
7891033766161;;7
7891033819355;;6
7891033766154;;8
7891033765850;;5
7891033765867;;11
7891033755554;;23
7891033814787;;5
7891033755561;;5
7891033765843;;9
7891033723409;;22
7891033814862;;18
7891033814855;;20
7891033760756;;4
7891033760787;;1
7891033760800;;2
7891033748983;;1
7891033733989;;1
7891033758814;;4
7891033759644;;9
7891033749348;;2
7891033738199;;25
7891033744091;;2
7891033718184;;7
7891033743933;;6
7891033718177;;7
7891033719822;;12
7891033718078;;6
7891033720170;;3
7891033735808;;5
7891033749331;;16
7891033813285;;4
7891033722136;;8
7891033722310;;7
7891033758807;;15
7891033771172;;3
7891033716401;;13
7891033716425;;8
7891033756261;;2
7891033756308;;5
7891033756315;;2
7891033756292;;7
7891033756278;;1
7891033756285;;4
7891033737437;;30
7891033777457;;6
7891033832354;;3
7891033832330;;3
7891033832293;;3
7891033832323;;3
7891033832347;;3
7891033832316;;3
7891033832309;;2
7891033832286;;5
7891033759637;;3
7891033765324;;8
7891033758296;;17
7891033776955;;9
7891033820429;;21
7891033765331;;7
7891033765379;;6
7891033765362;;15
7891033777792;;3
7891033795666;;1
7891033812813;;2
7891033767199;;3
7891033777785;;4
7891033771851;;2
7891033710409;;5
7891033739189;;7
7891033765386;;10
7891033298747;;22
7891033754113;;15
7891033756124;;4
7891033833108;;2
7891033756155;;3
7891033756117;;9
7891033765812;;7
7891033756131;;1
7891033755516;;14
7891033765836;;17
7891033755523;;5
7891033756162;;7
7891033765829;;11
7891033765799;;18
7891033765799;;1
7891033760374;;1
7891033743223;;1
7891033278268;;1
7891033738045;;3
7891033839032;;2
7891033773374;;4
7891033737949;;2
7891033773367;;2
7891033773343;;3
7891033806997;;1
7891033806942;;7
7891033806935;;5
7891033765959;;4
7891033806928;;2
7891033765942;;4
7891033765898;;10
7891033732371;;6
7891033732364;;7
7891033794263;;2
7891033755318;;3
7891033744602;;3
7891033811366;;1
7891033837403;;4
7891033164394;;13
7891033727308;;5
7891033796533;;15
7891033248322;;17
7891033804368;;11
7891033294268;;7
7891033460168;;1
7891033744169;;5
7891033733651;;11
7891033460182;;1
7891033822461;;15
7891033448012;;1
7891033455997;;7
7891033832200;;2
7891033832217;;1
7891033832231;;3
7891033832279;;6
7891033832248;;8
7891033832255;;8
7891033832262;;4
7891033739141;;2
7891033736096;;31
7891033448487;;6
7891033808809;;38
7891033448067;;2
7891033433506;;1
7891033456369;;1
7891033144822;;3
7891033728176;;2
7891033455904;;2
7891033439119;;2
7891033755981;;2
7891033755707;;5
7891033756032;;4
7891033736089;;22
7891033448661;;4
7891033799756;;2
7891033799725;;3
7891033744084;;3
7891033758289;;7
7891033743957;;4
7891033742837;;1
7891033773336;;1
7891033435579;;4
7891033459681;;2
7891033459698;;6
7891033758272;;9
7891033433490;;8
7891033455973;;2
7891033455324;;1
7891033439157;;1
7891033459629;;5
7891033459773;;5
7891033439430;;3
7891033447404;;1
7891033752102;;13
7891033744176;;6
7891033733644;;19
7891033831920;;20
7891033456871;;1
7891033425129;;3
7891033464708;;2
7891033465736;;7
7891033755912;;16
7891033755905;;16
7891033756551;;14
7891033755899;;59
7891033290987;;13
7891033458677;;11
7891033738038;;7
7891033823543;;10
7891033455607;;3
7891033448050;;3
7891033414505;;5
7891033448647;;2
7891033455522;;1
7891033460137;;1
7891033460212;;2
7891033780006;;34
7891033780037;;3
7891033448623;;2
7891033769742;;8
7891033258123;;2
7891033257300;;6
7891033439454;;6
7891033738465;;5
7891033830282;;1
7891033459735;;3
7891033439362;;4
7891033455317;;3
7891033769735;;25
7891033812158;;2
7891033293988;;9
7891033758081;;1
7891033795000;;2
7891033795017;;2
7891033807635;;149
7891033279708;;1
7891033768011;;1
7891033768028;;2
7891033825363;;1
7891033279715;;1
7891033825370;;2
7891033768288;;5
7891033825332;;2
7891033825325;;2
7891033825318;;3
7891033825301;;4
7891033768264;;1
7891033825356;;2
7891033825349;;1
7891033421152;;2
7891033409693;;4
7891033394371;;3
7891033375141;;3
7891033807642;;14
7891033758869;;4
7891033777099;;4
7891033794706;;4
7891033795611;;16
7891033732715;;4
7891033732845;;14
7891033822393;;5
7891033836079;;3
7891033796342;;2
7891033796328;;3
7891033796311;;2
7891033796335;;3
7891033757503;;8
7891033757497;;5
7891033757510;;2
7891033757480;;3
7891033256822;;2
7891033777075;;8
7891033735334;;3
7891033728206;;9
7891033777426;;17
7891033818891;;10
7891033772315;;1
7891033738786;;3
7891033760916;;17
7891033770489;;15
7891033822478;;10
7891033818907;;10
7891033822515;;8
7891033770502;;13
7891033766239;;7
7891033770496;;12
7891033824601;;15
7891033773237;;33
7891033254750;;62
7891033739172;;5
7891033827497;;2
7891033827480;;2
7891033827503;;2
7891033827473;;2
7891033766598;;2
7891033727087;;3
7891033727001;;2
7891033727025;;3
7891033727018;;4
7891033727063;;4
7891033771493;;1
7891033771431;;1
7891033771479;;7
7891033753956;;3
7891033735051;;3
7891033288250;;9
7891033771332;;2
7891033771301;;1
7891033771318;;5
7891033771387;;2
7891033771295;;4
7891033767298;;45
7891033758326;;11
7891033775620;;2
7891033794973;;2
7891033794966;;2
7891033794997;;2
7891033213184;;37
7891033265039;;4
7891033724635;;1
7891033265015;;2
7891033265022;;2
7891033710065;;4
7891033820344;;15
7891033775576;;2
7891033775590;;2
7891033775606;;2
7891033775613;;2
7891033739134;;4
7891033213191;;20
7891033235230;;2
7891033810871;;5
7891033748945;;36
7891033747245;;9
7891033749065;;2
7891033826674;;14
7891033809721;;20
7891033775392;;2
7891033775408;;3
7891033775415;;2
7891033775439;;2
7891033775422;;3
7891033794911;;2
7891033794904;;2
7891033712793;;1
7891033749324;;6
7891033460175;;2
7891033766314;;3
7891033709786;;2
7891033844319;;1
7891033844333;;1
7891033752935;;3
7891033752997;;3
7891033844326;;2
7891033752966;;3
7891033753000;;4
7891033752942;;3
7891033747238;;24
7891033773152;;4
7891033775507;;2
7891033775521;;2
7891033775538;;2
7891033775552;;2
7891033758340;;1
7891033767878;;3
7891033767632;;5
7891033732869;;7
7891033773473;;2
7891033773442;;2
7891033773466;;2
7891033773459;;2
7891033773480;;2
7891033817719;;8
7891033810642;;4
7891033817733;;4
7891033817740;;4
7891033810659;;5
7891033810628;;6
7891033810635;;8
7891033810611;;8
7891033810666;;3
7891033810598;;6
7891033817757;;3
7891033810604;;6
7891033817726;;3
7891033805044;;20
7891033732876;;14
7891033740307;;14
7891033753208;;4
7891033753185;;3
7891033753161;;2
7891033753154;;2
7891033753130;;2
7891033809875;;2
7891033809868;;3
7891033809882;;4
7891033767922;;1
7891033767939;;2
7891033767946;;1
7891033767960;;2
7891033767953;;2
7891033768141;;1
7891033768004;;1
7891033767977;;2
7891033767991;;2
7891033768158;;5
7891033767984;;5
7891033768134;;2
7891033771738;;1
7891033771363;;3
7891033771370;;7
7891033736140;;10
7891033740291;;13
7891033775446;;2
7891033775453;;2
7891033775460;;2
7891033775491;;2
7891033773411;;2
7891033773428;;3
7891033773435;;1
7891033773398;;2
7891033773404;;2
7891033732999;;1
7891033769391;;16
7891033776818;;22
7891033732982;;18
7891033772308;;12
7891033812059;;18
7891033751082;;17
7891033732968;;23
7891033732975;;21
7891033749027;;3
7891033744145;;7
7891033758128;;10
7891033733675;;11
7891033766482;;48
7891033766178;;2
7891033821242;;2
7891033821075;;2
7891033738113;;10
7891033742219;;4
7891033768400;;5
7891033419968;;1
7891033279920;;9
7891033737086;;5
7891033772209;;27
7891033754434;;26
7891033742226;;10
7891033820252;;5
7891033737451;;3
7891033766703;;1
7891033718030;;9
7891033718016;;9
7891033718054;;11
7891033728091;;1
7891033767885;;3
7891033767861;;4
7891033768103;;4
7891033768110;;3
7891033767892;;1
7891033744190;;7
7891033732357;;4
7891033774890;;6
7891033820412;;24
7891033758357;;2
7891033253975;;7
7891033835256;;3
7891033835263;;2
7891033817269;;3
7891033835232;;1
7891033758913;;6
7891033819324;;4
7891033835249;;2
7891033758883;;7
7891033758906;;6
7891033817283;;3
7891033817276;;2
7891033758890;;6
7891033744015;;3
7891033744510;;1
7891033794812;;11
7891033769681;;1
7891033769698;;2
7891033773497;;2
7891033813247;;3
7891033769704;;2
7891033773381;;2
7891033755004;;3
7891033725625;;7
7891033725632;;6
7891033749409;;2
7891033749393;;1
7891033755059;;3
7891033754991;;5
7891033278565;;4
7891033744640;;5
7891033759583;;1
7891033717927;;2
7891033824786;;11
7891033248384;;3
7891033795703;;3
7891033772728;;2
7891033744428;;5
7891033815685;;2
7891033237678;;2
7891033807727;;4
7891033738137;;4
7891033834884;;5
7891033772230;;12
7891033751556;;7
7891033751303;;2
7891033814947;;2
7891033751440;;2
7891033751143;;1
7891033751174;;2
7891033766352;;2
7891033751181;;3
7891033751150;;1
7891033751167;;2
7891033750542;;2
7891033727285;;2
7891033727322;;3
7891033770472;;9
7891033835034;;3
7891033739196;;7
7891033705702;;5
7891033252978;;19
7891033737376;;1
7891033746873;;1
7891033773251;;4
7891033729081;;6
7891033749089;;7
7891033805020;;12
7891033820375;;23
7891033720309;;1
7891033720248;;2
7891033237647;;2
7891033738144;;4
7891033795697;;2
7891033819423;;2
7891033744565;;19
7891033744664;;3
7891033752393;;3
7891033752478;;4
7891033752430;;3
7891033752256;;4
7891033752386;;3
7891033842223;;7
7891033842209;;8
7891033842193;;9
7891033744701;;5
7891033766666;;13
7891033777815;;34
7891033189151;;6
7891033808762;;9
7891033811229;;2
7891033807291;;1
7891033278930;;3
7891033755028;;3
7891033754984;;1
7891033755011;;3
7891033754977;;6
7891033754939;;3
7891033754946;;1
7891033772414;;7
7891033766789;;12
7891033795642;;16
7891033822386;;2
7891033114948;;10
7891033813216;;2
7891033813254;;2
7891033813223;;2
7891033813186;;2
7891033813162;;2
7891033813179;;3
7891033813193;;2
7891033813209;;2
7891033813230;;1
7891033813261;;2
7891033813155;;1
7891033704910;;5
7891033282319;;1
7891033736201;;4
7891033743896;;17
7891033277810;;1
7891033279982;;3
7891033279999;;4
7891033280001;;2
7891033279432;;2
7891033279449;;3
7891033280018;;3
7891033279456;;1
7891033280025;;2
7891033279487;;1
7891033279470;;2
7891033279463;;1
7891033733811;;19
7891033766796;;10
7891033734009;;3
7891033766307;;5
7891033744374;;6
7891033769643;;2
7891033769711;;2
7891033769650;;2
7891033769667;;2
7891033769674;;3
7891033264018;;7
7891033298075;;1
7891033808236;;9
7891033771837;;25
7891033744725;;4
7891033726943;;5
7891033727445;;4
7891033808489;;7
7891033731350;;14
7891033759071;;16
7891033727278;;5
7891033773282;;8
7891033744626;;26
7891033727438;;7
7891033248483;;8
7891033820368;;5
7891033831005;;1
7891033824755;;23
7891033288120;;8
7891033288137;;9
7891033750467;;4
7891033807574;;5
7891033750474;;2
7891033772551;;1
7891033447794;;7
7891033824762;;8
7891033289202;;1
7891033739219;;6
7891033739127;;1
7891033766475;;3
7891033766215;;8
7891033824748;;26
7891033824779;;10
7891033744206;;5
7891033766284;;4
7891033757572;;4
7891033752058;;1
7891033757770;;2
7891033755141;;3
7891033752140;;10
7891033752034;;2
7891033757565;;2
7891033752065;;2
7891033222490;;7
7891033197347;;11
7891033744183;;5
7891033280476;;10
7891033247233;;6
7891033813858;;1
7891033814640;;2
7891033747412;;2
7891033772292;;11
7891033773824;;11
7891033769346;;7
7891033718764;;10
7891033796519;;14
7891033744459;;4
7891033280506;;7
7891033758098;;7
7891033744237;;7
7891033285266;;5
7891033226351;;16
7891033830299;;7
7891033278619;;3
7891033833399;;4
7891033766895;;5
7891033833382;;5
7891033833412;;3
7891033715008;;1
7891033278589;;1
7891033820542;;32
7891033771196;;19
7891033837748;;2
7891033837724;;2
7891033837731;;2
7891033708239;;4
7891033779864;;19
7891033746644;;2
7891033752461;;4
7891033752232;;5
7891033752324;;4
7891033752249;;5
7891033752348;;4
7891033752218;;9
7891033752225;;6
7891033752201;;8
7891033752263;;10
7891033752171;;6
7891033752287;;8
7891033279074;;1
7891033751204;;1
7891033279067;;1
7891033829507;;1
7891033279098;;2
7891033279050;;3
7891033829491;;1
7891033279043;;1
7891033279081;;1
7891033751563;;1
7891033835003;;1
7891033835010;;1
7891033751570;;1
7891033723157;;3
7891033222308;;10
7891033757428;;3
7891033757558;;4
7891033757657;;3
7891033757671;;3
7891033757541;;1
7891033768240;;3
7891033757664;;3
7891033773121;;31
7891033773145;;6
7891033400928;;2
7891033400874;;1
7891033400867;;1
7891033416233;;2
7891033400843;;2
7891033384822;;2
7891033435661;;11
7891033444113;;1
7891033438495;;1
7891033400904;;1
7891033445813;;1
7891033445806;;1
7891033400881;;3
7891033416257;;1
7891033724598;;1
7891033714964;;2
7891033714988;;1
7891033714971;;2
7891033821778;;24
7891033753567;;3
7891033795383;;2
7891033795376;;1
7891033753581;;2
7891033753543;;2
7891033811557;;2
7891033795369;;2
7891033753550;;3
7891033753574;;1
7891033799091;;2
7891033799060;;2
7891033799084;;2
7891033753536;;3
7891033811564;;2
7891033833085;;37
7891033818839;;27
7891033735303;;24
7891033774135;;3
7891033771028;;2
7891033774128;;2
7891033822645;;5
7891033757473;;2
7891033757442;;2
7891033757466;;2
7891033832576;;2
7891033832583;;1
7891033757435;;4
7891033732852;;8
7891033775064;;22
7891033837649;;37
7891033795161;;3
7891033795215;;2
7891033795208;;2
7891033795185;;2
7891033795260;;2
7891033795222;;2
7891033795253;;2
7891033795239;;2
7891033795192;;2
7891033795246;;2
7891033795178;;2
7891033795154;;2
7891033742363;;5
7891033742356;;5
7891033794805;;3
7891033814978;;4
7891033258048;;41
7891033818853;;17
7891033777754;;6
7891033777761;;8
7891033777730;;22
7891033777778;;12
7891033804498;;2
7891033779109;;5
7891033794591;;3
7891033771202;;3
7891033708222;;7
7891033802487;;10
7891033759460;;4
7891033822690;;2
7891033811441;;9
7891033811465;;3
7891033811434;;4
7891033760619;;3
7891033760633;;5
7891033811458;;3
7891033222483;;3
7891033744466;;9
7891033744657;;3
7891033744558;;7
7891033794843;;7
7891033804467;;3
7891033804450;;3
7891033794836;;7
7891033179688;;1
7891033836925;;6
7891033718771;;18
7891033820467;;28
7891033814879;;12
7891033766659;;23
7891033771189;;3
7891033759064;;7
7891033714032;;24
7891033749621;;1
7891033811779;;3
7891033708246;;4
7891033818846;;18
7891033220236;;14
7891033756100;;2
7891033751709;;18
7891033767809;;5
7891033741922;;4
7891033759446;;4
7891033822652;;25
7891033741861;;4
7891033811106;;27
7891033773060;;3
7891033808120;;2
7891033773220;;2
7891033772834;;4
7891033806966;;3
7891033806959;;1
7891033808175;;3
7891033772810;;4
7891033808168;;1
7891033773213;;2
7891033730001;;9
7891033754748;;4
7891033813612;;5
7891033822508;;45
7891033808144;;3
7891033808151;;3
7891033773206;;3
7891033773039;;2
7891033773046;;1
7891033773084;;1
7891033773015;;2
7891033808137;;1
7891033773053;;1
7891033773077;;4
7891033773022;;2
7891033755332;;23
7891033754755;;14
7891033813629;;3
7891033817191;;5
7891033751693;;1
7891033460144;;2
7891033821105;;2
7891033751686;;6
7891033772940;;2
7891033773008;;1
7891033772872;;3
7891033773183;;1
7891033772988;;1
7891033772889;;3
7891033772995;;3
7891033772896;;1
7891033772957;;2
7891033772902;;5
7891033814183;;6
7891033794232;;13
7891033773640;;8
7891033804351;;8
7891033813605;;5
7891033831104;;6
7891033757251;;18
7891033799145;;8
7891033772759;;2
7891033772773;;1
7891033772964;;3
7891033772766;;3
7891033772858;;2
7891033773190;;3
7891033772780;;6
7891033772803;;4
7891033772971;;4
7891033772919;;3
7891033772933;;3
7891033811427;;2
7891033772797;;4
7891033772827;;4
7891033772841;;4
7891033711611;;3
7891033750382;;3
7891033750368;;2
7891033711550;;1
7891033750436;;4
7891033750412;;13
7891033757329;;3
7891033757312;;15
7891033711772;;11
7891033720699;;41
7891033831029;;3
7891033773107;;4
7891033778126;;20
7891033770175;;19
7891033725762;;10
7891033770212;;19
7891033743292;;9
7891033797561;;12
7891033799152;;47
7891033743254;;4
7891033743308;;2
7891033759422;;5
7891033722501;;2
7891033831043;;1
7891033799183;;11
7891033799176;;11
7891033738625;;12
7891033798001;;4
7891033832132;;15
7891033750443;;6
7891033750405;;9
7891033712120;;3
7891033743285;;2
7891033743261;;5
7891033743278;;7
